Area,Date,Category,mean sec,pct_90th_percentile,type,utcdate,time,utctimestamp,mean ms,period
E2 7,2021-12-01,2,0:53:33,1:55:55,E2 LTN areas,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,3213000,After-6-month
E2 0,2021-12-01,2,0:56:34,2:15:32,E2 LTN areas,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,3394000,After-6-month
E2 9,2021-12-01,2,1:04:22,2:23:58,E2 LTN areas,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,262000,After-6-month
E2 6,2022-01-01,2,0:29:59,1:10:57,E2 LTN areas,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,1799000,After-6-month
E2 0,2022-01-01,2,0:32:11,1:01:56,E2 LTN areas,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,1931000,After-6-month
E2 7,2022-01-01,2,0:27:23,0:56:10,E2 LTN areas,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,1643000,After-6-month
E2 9,2022-01-01,2,0:30:59,1:10:31,E2 LTN areas,2022-01-01,T00:00:00.000Z,2022-01-01T00:00:00.000Z,1859000,After-6-month
E2 6,2022-02-01,2,0:34:08,1:16:24,E2 LTN areas,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,2048000,After-6-month
E2 7,2022-02-01,2,0:32:49,1:12:02,E2 LTN areas,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,1969000,After-6-month
E2 0,2022-02-01,2,0:26:21,0:55:00,E2 LTN areas,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,1581000,After-6-month
E2 9,2022-02-01,2,0:32:52,1:08:27,E2 LTN areas,2022-02-01,T00:00:00.000Z,2022-02-01T00:00:00.000Z,1972000,After-6-month
E2 0,2022-03-01,2,0:54:36,1:55:58,E2 LTN areas,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,3276000,After-6-month
E2 6,2022-03-01,2,0:47:14,1:38:33,E2 LTN areas,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,2834000,After-6-month
E2 9,2022-03-01,2,0:48:47,1:45:34,E2 LTN areas,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,2927000,After-6-month
E2 7,2022-03-01,2,0:47:42,1:43:59,E2 LTN areas,2022-03-01,T00:00:00.000Z,2022-03-01T00:00:00.000Z,2862000,After-6-month
E2 9,2022-04-01,2,0:42:47,1:33:06,E2 LTN areas,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,2567000,After-6-month
E2 7,2022-04-01,2,0:33:48,1:27:20,E2 LTN areas,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,2028000,After-6-month
E2 6,2022-04-01,2,0:32:31,1:02:30,E2 LTN areas,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,1951000,After-6-month
E2 0,2022-04-01,2,0:35:10,1:18:39,E2 LTN areas,2022-04-01,T00:00:00.000Z,2022-04-01T00:00:00.000Z,2110000,After-6-month
E2 7,2022-05-01,2,0:38:26,1:23:28,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,2306000,After-6-month
E2 6,2022-05-01,2,0:39:58,1:14:32,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,2398000,After-6-month
E2 0,2022-05-01,2,0:39:26,1:23:49,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,2366000,After-6-month
E2 9,2022-05-01,2,0:38:26,1:37:27,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z,2306000,After-6-month
E2 0,2022-06-01,2,0:56:58,2:10:57,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,3418000,After
E2 9,2022-06-01,2,0:57:27,2:01:38,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,3447000,After
E2 6,2022-06-01,2,0:50:13,1:48:22,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,3013000,After
E2 7,2022-06-01,2,0:59:02,2:04:21,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z,3542000,After
E2 9,2022-07-01,2,0:54:50,1:48:22,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,3290000,After
E2 6,2022-07-01,2,1:07:59,2:36:55,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,479000,After
E2 0,2022-07-01,2,0:51:17,1:53:29,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,3077000,After
E2 7,2022-07-01,2,1:22:34,2:23:57,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z,1354000,After
E2 6,2022-08-01,2,0:31:59,1:06:42,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,1919000,After
E2 0,2022-08-01,2,0:44:37,2:00:05,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,2677000,After
E2 7,2022-08-01,2,0:33:03,1:14:09,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,1983000,After
E2 9,2022-08-01,2,0:32:28,1:10:14,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z,1948000,After
E2 6,2022-09-01,2,0:46:33,1:31:48,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,2793000,After
E2 7,2022-09-01,2,0:37:34,1:24:26,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,2254000,After
E2 0,2022-09-01,2,0:33:06,1:23:14,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,1986000,After
E2 9,2022-09-01,2,0:46:29,1:39:26,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z,2789000,After
E2 6,2022-12-01,2,0:57:20,2:00:15,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,3440000,After
E2 0,2022-12-01,2,1:05:31,2:41:12,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,331000,After
E2 9,2022-12-01,2,1:24:43,2:53:35,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,1483000,After
E2 7,2022-12-01,2,1:22:36,3:32:19,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z,1356000,After
E2 9,2023-01-01,2,0:31:00,1:12:03,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,1860000,After
E2 6,2023-01-01,2,0:25:58,0:52:20,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,1558000,After
E2 0,2023-01-01,2,0:29:52,1:13:25,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,1792000,After
E2 7,2023-01-01,2,0:25:07,0:53:51,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z,1507000,After
E2 7,2023-02-01,2,0:34:13,1:19:36,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,2053000,After
E2 0,2023-02-01,2,0:40:39,1:27:34,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,2439000,After
E2 6,2023-02-01,2,0:34:08,1:08:45,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,2048000,After
E2 9,2023-02-01,2,0:30:13,1:01:03,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,1813000,After
E2 6,2023-03-01,2,0:52:45,2:04:30,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,3165000,After
E2 9,2023-03-01,2,0:34:00,1:17:47,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,2040000,After
E2 0,2023-03-01,2,0:44:46,1:37:46,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,2686000,After
E2 7,2023-03-01,2,0:48:24,1:48:13,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,2904000,After
E2 7,2023-04-01,2,0:37:01,1:39:02,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,2221000,After
E2 0,2023-04-01,2,0:35:58,1:30:53,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,2158000,After
E2 6,2023-04-01,2,0:35:51,1:10:43,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,2151000,After
E2 9,2023-04-01,2,0:35:33,1:37:43,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,2133000,After
E2 0,2023-05-01,2,0:55:42,2:00:51,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,3342000,After
E2 9,2023-05-01,2,0:34:40,1:15:26,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,2080000,After
E2 7,2023-05-01,2,1:05:09,2:26:22,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,309000,After
E2 6,2023-05-01,2,0:45:08,1:39:43,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,2708000,After
E2 0,2023-06-01,2,1:03:00,2:05:11,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,180000,After
E2 7,2023-06-01,2,1:01:25,2:34:04,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,85000,After
E2 6,2023-06-01,2,0:53:14,2:04:43,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,3194000,After
E2 9,2023-06-01,2,1:16:13,2:52:27,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,973000,After
E2 7,2023-07-01,2,0:29:10,0:57:47,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,1750000,After
E2 0,2023-07-01,2,0:36:00,1:27:10,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,2160000,After
E2 6,2023-07-01,2,0:28:49,1:11:53,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,1729000,After
E2 9,2023-07-01,2,0:29:39,1:01:28,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,1779000,After
E2 7,2023-08-01,2,0:36:03,1:12:09,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,2163000,After
E2 9,2023-08-01,2,0:41:09,1:20:02,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,2469000,After
E2 0,2023-08-01,2,0:45:26,1:32:01,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,2726000,After
E2 6,2023-08-01,2,0:32:50,1:10:24,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,1970000,After
E2 6,2023-09-01,2,0:46:27,2:00:58,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,2787000,After
E2 9,2023-09-01,2,0:46:05,1:44:49,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,2765000,After
E2 0,2023-09-01,2,0:39:39,1:27:55,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,2379000,After
E2 7,2023-09-01,2,0:45:53,1:35:39,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,2753000,After
E2 0,2023-10-01,2,0:43:27,1:43:19,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,2607000,After
E2 6,2023-10-01,2,0:43:36,1:32:09,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,2616000,After
E2 9,2023-10-01,2,0:44:37,1:33:11,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,2677000,After
E2 7,2023-10-01,2,0:51:53,2:04:49,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,3113000,After
E2 9,2023-11-01,2,0:45:19,1:55:57,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,2719000,After
E2 0,2023-11-01,2,0:47:23,1:46:38,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,2843000,After
E2 6,2023-11-01,2,0:39:55,1:23:11,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,2395000,After
E2 7,2023-11-01,2,0:48:35,1:31:49,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,2915000,After
E2 9,2023-12-01,2,0:51:18,2:05:58,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,3078000,After
E2 6,2023-12-01,2,0:58:00,2:11:26,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,3480000,After
E2 0,2023-12-01,2,0:47:29,1:46:52,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,2849000,After
E2 7,2023-12-01,2,1:00:34,1:49:57,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,34000,After
E2 6,2024-01-01,2,0:41:08,1:21:21,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,2468000,After
E2 0,2024-01-01,2,0:43:26,1:35:34,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,2606000,After
E2 7,2024-01-01,2,0:41:23,1:15:57,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,2483000,After
E2 9,2024-01-01,2,0:51:29,2:10:43,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,3089000,After
E2 6,2024-02-01,2,0:38:59,1:30:45,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,2339000,After
E2 7,2024-02-01,2,0:44:16,1:36:55,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,2656000,After
E2 0,2024-02-01,2,0:40:18,1:22:03,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,2418000,After
E2 9,2024-02-01,2,0:50:11,1:34:10,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,3011000,After
E2 0,2024-03-01,2,0:40:57,1:25:50,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,2457000,After
E2 7,2024-03-01,2,0:46:54,1:34:18,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,2814000,After
E2 6,2024-03-01,2,0:41:31,1:28:39,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,2491000,After
E2 9,2024-03-01,2,0:46:39,1:48:00,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,2799000,After
E2 9,2024-04-01,2,0:38:45,1:21:41,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,2325000,After
E2 7,2024-04-01,2,0:42:01,1:37:56,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,2521000,After
E2 0,2024-04-01,2,0:39:39,1:17:23,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,2379000,After
E2 6,2024-04-01,2,0:33:19,1:12:43,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,1999000,After
E2 6,2024-05-01,2,0:43:45,1:42:36,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,2625000,After
E2 0,2024-05-01,2,0:43:02,1:47:49,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,2582000,After
E2 9,2024-05-01,2,0:48:57,1:35:25,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,2937000,After
E2 7,2024-05-01,2,0:34:28,1:20:22,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,2068000,After
