Area,Date,Category,mean sec,pct_90th_percentile,type,utcdate,time,utctimestamp,mean ms,period
E2 6,2023-02-01,1,0:05:38,0:09:45,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,338000,After
E2 9,2023-02-01,1,0:07:09,0:11:46,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z,429000,After
E2 6,2023-03-01,1,0:07:28,0:11:10,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,448000,After
E2 9,2023-03-01,1,0:06:16,0:11:18,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,376000,After
E2 0,2023-03-01,1,0:05:58,0:09:49,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,358000,After
E2 7,2023-03-01,1,0:09:03,0:13:24,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z,543000,After
E2 7,2023-04-01,1,0:06:23,0:07:47,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,383000,After
E2 0,2023-04-01,1,0:07:27,0:17:12,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,447000,After
E2 6,2023-04-01,1,0:04:37,0:06:52,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,277000,After
E2 9,2023-04-01,1,0:05:23,0:10:13,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z,323000,After
E2 0,2023-05-01,1,0:05:22,0:09:31,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,322000,After
E2 9,2023-05-01,1,0:05:23,0:09:49,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,323000,After
E2 7,2023-05-01,1,0:07:51,0:09:44,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,471000,After
E2 6,2023-05-01,1,0:07:05,0:14:05,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z,425000,After
E2 0,2023-06-01,1,0:06:55,0:13:09,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,415000,After
E2 7,2023-06-01,1,0:06:42,0:09:47,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,402000,After
E2 6,2023-06-01,1,0:08:49,0:17:14,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,529000,After
E2 9,2023-06-01,1,0:07:44,0:14:38,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z,464000,After
E2 7,2023-07-01,1,0:06:14,0:10:34,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,374000,After
E2 0,2023-07-01,1,0:06:25,0:11:04,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,385000,After
E2 6,2023-07-01,1,0:07:32,0:09:17,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,452000,After
E2 9,2023-07-01,1,0:05:33,0:08:10,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z,333000,After
E2 7,2023-08-01,1,0:06:56,0:11:49,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,416000,After
E2 9,2023-08-01,1,0:05:03,0:09:04,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,303000,After
E2 0,2023-08-01,1,0:05:33,0:08:37,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,333000,After
E2 6,2023-08-01,1,0:06:50,0:08:39,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z,410000,After
E2 6,2023-09-01,1,0:06:56,0:11:23,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,416000,After
E2 9,2023-09-01,1,0:07:25,0:16:05,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,445000,After
E2 0,2023-09-01,1,0:06:04,0:09:38,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,364000,After
E2 7,2023-09-01,1,0:07:58,0:11:45,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z,478000,After
E2 0,2023-10-01,1,0:07:52,0:11:24,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,472000,After
E2 6,2023-10-01,1,0:07:05,0:13:13,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,425000,After
E2 9,2023-10-01,1,0:06:12,0:11:31,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,372000,After
E2 7,2023-10-01,1,0:05:16,0:07:16,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z,316000,After
E2 9,2023-11-01,1,0:07:18,0:14:28,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,438000,After
E2 0,2023-11-01,1,0:07:52,0:12:16,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,472000,After
E2 6,2023-11-01,1,0:08:00,0:09:54,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,480000,After
E2 7,2023-11-01,1,0:05:20,0:07:48,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z,320000,After
E2 9,2023-12-01,1,0:05:20,0:08:09,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,320000,After
E2 6,2023-12-01,1,0:07:02,0:13:20,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,422000,After
E2 0,2023-12-01,1,0:06:03,0:07:53,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,363000,After
E2 7,2023-12-01,1,0:07:32,0:12:27,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z,452000,After
E2 6,2024-01-01,1,0:05:19,0:08:41,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,319000,After
E2 0,2024-01-01,1,0:06:51,0:13:49,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,411000,After
E2 7,2024-01-01,1,0:07:22,0:10:11,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,442000,After
E2 9,2024-01-01,1,0:07:02,0:10:13,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z,422000,After
E2 6,2024-02-01,1,0:05:31,0:09:42,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,331000,After
E2 7,2024-02-01,1,0:06:09,0:09:14,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,369000,After
E2 0,2024-02-01,1,0:06:52,0:11:43,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,412000,After
E2 9,2024-02-01,1,0:04:47,0:07:57,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z,287000,After
E2 0,2024-03-01,1,0:06:09,0:09:19,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,369000,After
E2 7,2024-03-01,1,0:05:41,0:09:27,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,341000,After
E2 6,2024-03-01,1,0:07:25,0:11:39,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,445000,After
E2 9,2024-03-01,1,0:06:42,0:11:49,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z,402000,After
E2 9,2024-04-01,1,0:07:23,0:14:20,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,443000,After
E2 7,2024-04-01,1,0:05:40,0:09:08,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,340000,After
E2 0,2024-04-01,1,0:04:48,0:09:07,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,288000,After
E2 6,2024-04-01,1,0:06:22,0:11:11,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z,382000,After
E2 6,2024-05-01,1,0:05:17,0:07:28,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,317000,After
E2 0,2024-05-01,1,0:06:31,0:12:30,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,391000,After
E2 9,2024-05-01,1,0:04:15,0:07:51,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,255000,After
E2 7,2024-05-01,1,0:07:18,0:08:56,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z,438000,After
E2 7,2019-06-01,2,0:17:06,0:27:46,E2 LTN areas,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,1026000,Before
E2 0,2019-06-01,2,0:17:16,0:38:13,E2 LTN areas,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,1036000,Before
E2 6,2019-06-01,2,0:16:43,0:30:46,E2 LTN areas,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,1003000,Before
E2 9,2019-06-01,2,0:19:30,0:40:36,E2 LTN areas,2019-06-01,T00:00:00.000Z,2019-06-01T00:00:00.000Z,1170000,Before
E2 7,2019-07-01,2,0:16:03,0:33:31,E2 LTN areas,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,963000,Before
E2 0,2019-07-01,2,0:18:01,0:42:25,E2 LTN areas,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,1081000,Before
E2 9,2019-07-01,2,0:18:38,0:40:21,E2 LTN areas,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,1118000,Before
E2 6,2019-07-01,2,0:18:01,0:33:45,E2 LTN areas,2019-07-01,T00:00:00.000Z,2019-07-01T00:00:00.000Z,1081000,Before
E2 9,2019-08-01,2,0:16:06,0:37:29,E2 LTN areas,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,966000,Before
E2 0,2019-08-01,2,0:14:15,0:30:20,E2 LTN areas,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,855000,Before
E2 7,2019-08-01,2,0:14:49,0:29:17,E2 LTN areas,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,889000,Before
E2 6,2019-08-01,2,0:14:25,0:28:08,E2 LTN areas,2019-08-01,T00:00:00.000Z,2019-08-01T00:00:00.000Z,865000,Before
E2 7,2019-09-01,2,0:13:33,0:29:22,E2 LTN areas,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,813000,Before
E2 6,2019-09-01,2,0:14:38,0:28:10,E2 LTN areas,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,878000,Before
E2 9,2019-09-01,2,0:12:36,0:23:44,E2 LTN areas,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,756000,Before
E2 0,2019-09-01,2,0:14:10,0:26:09,E2 LTN areas,2019-09-01,T00:00:00.000Z,2019-09-01T00:00:00.000Z,850000,Before
E2 7,2019-10-01,2,0:16:05,0:32:24,E2 LTN areas,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,965000,Before
E2 6,2019-10-01,2,0:15:53,0:29:37,E2 LTN areas,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,953000,Before
E2 0,2019-10-01,2,0:18:48,0:46:32,E2 LTN areas,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,1128000,Before
E2 9,2019-10-01,2,0:18:50,0:42:14,E2 LTN areas,2019-10-01,T00:00:00.000Z,2019-10-01T00:00:00.000Z,1130000,Before
E2 7,2019-11-01,2,0:17:05,0:33:39,E2 LTN areas,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,1025000,Before
E2 0,2019-11-01,2,0:19:51,0:40:16,E2 LTN areas,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,1191000,Before
E2 9,2019-11-01,2,0:19:41,0:37:32,E2 LTN areas,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,1181000,Before
E2 6,2019-11-01,2,0:16:39,0:35:29,E2 LTN areas,2019-11-01,T00:00:00.000Z,2019-11-01T00:00:00.000Z,999000,Before
E2 6,2019-12-01,2,0:22:05,0:48:08,E2 LTN areas,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,1325000,Before-6-month
E2 0,2019-12-01,2,0:20:54,0:43:58,E2 LTN areas,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,1254000,Before-6-month
E2 7,2019-12-01,2,0:20:49,0:49:22,E2 LTN areas,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,1249000,Before-6-month
E2 9,2019-12-01,2,0:21:18,0:44:06,E2 LTN areas,2019-12-01,T00:00:00.000Z,2019-12-01T00:00:00.000Z,1278000,Before-6-month
E2 9,2020-01-01,2,0:14:21,0:31:33,E2 LTN areas,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,861000,Before-6-month
E2 6,2020-01-01,2,0:14:13,0:28:04,E2 LTN areas,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,853000,Before-6-month
E2 0,2020-01-01,2,0:15:44,0:36:19,E2 LTN areas,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,944000,Before-6-month
E2 7,2020-01-01,2,0:17:08,0:33:40,E2 LTN areas,2020-01-01,T00:00:00.000Z,2020-01-01T00:00:00.000Z,1028000,Before-6-month
E2 7,2020-02-01,2,0:18:06,0:34:31,E2 LTN areas,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,1086000,Before-6-month
E2 9,2020-02-01,2,0:19:04,0:36:47,E2 LTN areas,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,1144000,Before-6-month
E2 0,2020-02-01,2,0:19:31,0:43:40,E2 LTN areas,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,1171000,Before-6-month
E2 6,2020-02-01,2,0:21:48,0:48:52,E2 LTN areas,2020-02-01,T00:00:00.000Z,2020-02-01T00:00:00.000Z,1308000,Before-6-month
E2 9,2020-03-01,2,0:36:33,1:22:36,E2 LTN areas,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,2193000,Before-6-month
E2 6,2020-03-01,2,0:39:47,1:29:40,E2 LTN areas,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,2387000,Before-6-month
E2 7,2020-03-01,2,0:43:45,1:43:59,E2 LTN areas,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,2625000,Before-6-month
E2 0,2020-03-01,2,0:33:53,1:26:14,E2 LTN areas,2020-03-01,T00:00:00.000Z,2020-03-01T00:00:00.000Z,2033000,Before-6-month
E2 6,2020-04-01,2,0:18:43,0:41:34,E2 LTN areas,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,1123000,Before-6-month
E2 0,2020-04-01,2,0:20:34,0:47:07,E2 LTN areas,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,1234000,Before-6-month
E2 9,2020-04-01,2,0:12:19,0:25:39,E2 LTN areas,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,739000,Before-6-month
E2 7,2020-04-01,2,0:17:40,0:42:39,E2 LTN areas,2020-04-01,T00:00:00.000Z,2020-04-01T00:00:00.000Z,1060000,Before-6-month
E2 7,2020-05-01,2,0:05:31,0:09:10,E2 LTN areas,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,331000,Before-6-month
E2 6,2020-05-01,2,0:06:38,0:11:08,E2 LTN areas,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,398000,Before-6-month
E2 0,2020-05-01,2,0:07:08,0:10:32,E2 LTN areas,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,428000,Before-6-month
E2 9,2020-05-01,2,0:05:32,0:08:01,E2 LTN areas,2020-05-01,T00:00:00.000Z,2020-05-01T00:00:00.000Z,332000,Before-6-month
E2 0,2020-06-01,2,0:07:02,0:11:10,E2 LTN areas,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,422000,Before
E2 6,2020-06-01,2,0:07:15,0:10:50,E2 LTN areas,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,435000,Before
E2 7,2020-06-01,2,0:08:28,0:13:29,E2 LTN areas,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,508000,Before
E2 9,2020-06-01,2,0:07:34,0:11:47,E2 LTN areas,2020-06-01,T00:00:00.000Z,2020-06-01T00:00:00.000Z,454000,Before
E2 9,2020-07-01,2,0:08:07,0:14:51,E2 LTN areas,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,487000,After
E2 0,2020-07-01,2,0:08:27,0:17:56,E2 LTN areas,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,507000,After
E2 7,2020-07-01,2,0:07:13,0:12:30,E2 LTN areas,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,433000,After
E2 6,2020-07-01,2,0:08:55,0:17:08,E2 LTN areas,2020-07-01,T00:00:00.000Z,2020-07-01T00:00:00.000Z,535000,After
E2 0,2020-08-01,2,0:13:38,0:25:20,E2 LTN areas,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,818000,After
E2 7,2020-08-01,2,0:10:57,0:20:38,E2 LTN areas,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,657000,After
E2 6,2020-08-01,2,0:12:47,0:24:56,E2 LTN areas,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,767000,After
E2 9,2020-08-01,2,0:11:05,0:19:28,E2 LTN areas,2020-08-01,T00:00:00.000Z,2020-08-01T00:00:00.000Z,665000,After
E2 6,2020-09-01,2,0:14:10,0:24:37,E2 LTN areas,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,850000,After
E2 0,2020-09-01,2,0:13:41,0:30:27,E2 LTN areas,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,821000,After
E2 7,2020-09-01,2,0:10:32,0:17:28,E2 LTN areas,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,632000,After
E2 9,2020-09-01,2,0:13:18,0:29:18,E2 LTN areas,2020-09-01,T00:00:00.000Z,2020-09-01T00:00:00.000Z,798000,After
E2 6,2020-10-01,2,0:13:31,0:24:00,E2 LTN areas,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,811000,After
E2 0,2020-10-01,2,0:11:32,0:24:16,E2 LTN areas,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,692000,After
E2 9,2020-10-01,2,0:11:50,0:26:15,E2 LTN areas,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,710000,After
E2 7,2020-10-01,2,0:14:07,0:31:13,E2 LTN areas,2020-10-01,T00:00:00.000Z,2020-10-01T00:00:00.000Z,847000,After
E2 0,2020-11-01,2,0:12:37,0:22:42,E2 LTN areas,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,757000,After
E2 9,2020-11-01,2,0:11:36,0:20:13,E2 LTN areas,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,696000,After
E2 6,2020-11-01,2,0:13:40,0:25:34,E2 LTN areas,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,820000,After
E2 7,2020-11-01,2,0:12:30,0:26:21,E2 LTN areas,2020-11-01,T00:00:00.000Z,2020-11-01T00:00:00.000Z,750000,After
E2 0,2020-12-01,2,0:51:20,2:02:17,E2 LTN areas,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,3080000,After
E2 7,2020-12-01,2,0:33:18,1:10:46,E2 LTN areas,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,1998000,After
E2 6,2020-12-01,2,0:59:59,2:40:49,E2 LTN areas,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,3599000,After
E2 9,2020-12-01,2,0:48:00,1:51:06,E2 LTN areas,2020-12-01,T00:00:00.000Z,2020-12-01T00:00:00.000Z,2880000,After
E2 0,2021-01-01,2,0:37:58,1:32:17,E2 LTN areas,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,2278000,After
E2 7,2021-01-01,2,0:40:05,1:48:53,E2 LTN areas,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,2405000,After
E2 6,2021-01-01,2,0:39:22,1:40:23,E2 LTN areas,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,2362000,After
E2 9,2021-01-01,2,0:32:30,1:19:14,E2 LTN areas,2021-01-01,T00:00:00.000Z,2021-01-01T00:00:00.000Z,1950000,After
E2 6,2021-02-01,2,0:11:36,0:17:07,E2 LTN areas,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,696000,After
E2 0,2021-02-01,2,0:09:42,0:18:56,E2 LTN areas,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,582000,After
E2 7,2021-02-01,2,0:10:11,0:16:24,E2 LTN areas,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,611000,After
E2 9,2021-02-01,2,0:09:13,0:15:00,E2 LTN areas,2021-02-01,T00:00:00.000Z,2021-02-01T00:00:00.000Z,553000,After
E2 6,2021-03-01,2,0:09:31,0:17:36,E2 LTN areas,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,571000,After
E2 9,2021-03-01,2,0:11:36,0:25:20,E2 LTN areas,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,696000,After
E2 0,2021-03-01,2,0:10:02,0:21:13,E2 LTN areas,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,602000,After
E2 7,2021-03-01,2,0:10:48,0:17:10,E2 LTN areas,2021-03-01,T00:00:00.000Z,2021-03-01T00:00:00.000Z,648000,After
E2 9,2021-04-01,2,0:13:08,0:27:38,E2 LTN areas,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,788000,After
E2 0,2021-04-01,2,0:13:14,0:23:37,E2 LTN areas,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,794000,After
E2 6,2021-04-01,2,0:17:36,0:38:18,E2 LTN areas,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,1056000,After
E2 7,2021-04-01,2,0:15:51,0:34:00,E2 LTN areas,2021-04-01,T00:00:00.000Z,2021-04-01T00:00:00.000Z,951000,After
E2 0,2021-05-01,2,0:19:21,0:38:36,E2 LTN areas,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,1161000,After
E2 9,2021-05-01,2,0:16:04,0:33:52,E2 LTN areas,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,964000,After
E2 7,2021-05-01,2,0:21:00,0:44:52,E2 LTN areas,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,1260000,After
E2 6,2021-05-01,2,0:17:16,0:36:19,E2 LTN areas,2021-05-01,T00:00:00.000Z,2021-05-01T00:00:00.000Z,1036000,After
E2 9,2021-06-01,2,0:22:51,0:49:35,E2 LTN areas,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,1371000,After
E2 6,2021-06-01,2,0:33:05,1:10:48,E2 LTN areas,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,1985000,After
E2 0,2021-06-01,2,0:23:43,0:45:19,E2 LTN areas,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,1423000,After
E2 7,2021-06-01,2,0:22:50,0:51:33,E2 LTN areas,2021-06-01,T00:00:00.000Z,2021-06-01T00:00:00.000Z,1370000,After
E2 0,2021-07-01,2,0:47:07,1:56:13,E2 LTN areas,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,2827000,After
E2 9,2021-07-01,2,0:44:59,1:36:08,E2 LTN areas,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,2699000,After
E2 6,2021-07-01,2,0:41:34,1:37:10,E2 LTN areas,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,2494000,After
E2 7,2021-07-01,2,0:37:44,1:11:31,E2 LTN areas,2021-07-01,T00:00:00.000Z,2021-07-01T00:00:00.000Z,2264000,After
E2 0,2021-08-01,2,0:43:11,1:31:08,E2 LTN areas,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,2591000,After
E2 9,2021-08-01,2,0:35:03,1:25:46,E2 LTN areas,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,2103000,After
E2 6,2021-08-01,2,0:44:47,1:28:47,E2 LTN areas,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,2687000,After
E2 7,2021-08-01,2,0:34:06,1:15:24,E2 LTN areas,2021-08-01,T00:00:00.000Z,2021-08-01T00:00:00.000Z,2046000,After
E2 0,2021-09-01,2,0:42:09,1:44:22,E2 LTN areas,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,2529000,After
E2 6,2021-09-01,2,0:40:56,1:31:04,E2 LTN areas,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,2456000,After
E2 7,2021-09-01,2,0:47:46,1:51:55,E2 LTN areas,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,2866000,After
E2 9,2021-09-01,2,0:44:04,1:39:13,E2 LTN areas,2021-09-01,T00:00:00.000Z,2021-09-01T00:00:00.000Z,2644000,After
E2 0,2021-10-01,2,0:54:00,1:43:55,E2 LTN areas,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,3240000,After
E2 9,2021-10-01,2,0:48:38,1:41:51,E2 LTN areas,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,2918000,After
E2 6,2021-10-01,2,0:48:15,1:31:48,E2 LTN areas,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,2895000,After
E2 7,2021-10-01,2,0:46:44,1:25:36,E2 LTN areas,2021-10-01,T00:00:00.000Z,2021-10-01T00:00:00.000Z,2804000,After
E2 6,2021-11-01,2,0:45:59,1:44:59,E2 LTN areas,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,2759000,After
E2 0,2021-11-01,2,0:48:48,1:35:37,E2 LTN areas,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,2928000,After
E2 9,2021-11-01,2,0:43:46,1:48:06,E2 LTN areas,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,2626000,After
E2 7,2021-11-01,2,0:34:42,1:04:32,E2 LTN areas,2021-11-01,T00:00:00.000Z,2021-11-01T00:00:00.000Z,2082000,After
E2 6,2021-12-01,2,0:58:00,1:58:09,E2 LTN areas,2021-12-01,T00:00:00.000Z,2021-12-01T00:00:00.000Z,3480000,After-6-month
