month,location,grid_squaresX,grid_squaresY,aq,utctimestamp,period,test_period
Jan-20,Bromley High Street/ St Leonards,537868.0,182912.0,49.4,2020-01-01,before,
Jan-20,Hale Street,537661.0,180768.0,42.0,2020-01-01,before,
Jan-20,Bonner Road,535356.0,183223.0,36.8,2020-01-01,before,
Jan-20,Finnis St/Three Colts Lane,534783.0,182385.0,34.0,2020-01-01,before,
Jan-20,Augusta St/Giraud St,537516.0,181392.0,41.5,2020-01-01,before,
Jan-20,Grove Rd/Old Ford Rd,535930.0,183385.0,51.8,2020-01-01,before,
Jan-20,Poplar High St/Cotton St,538244.0,180761.0,102.2,2020-01-01,before,
Jan-20,Paradise Row/Bethnal Green Rd,534959.0,182757.0,52.7,2020-01-01,before,
Jan-20,Devas Street /Devons road,537821.0,182332.0,52.7,2020-01-01,before,
Jan-20,Fieldgate Street,534239.0,181565.0,41.4,2020-01-01,before,
Jan-20,John Smith Mews,538742.0,180756.0,42.9,2020-01-01,before,
Jan-20,Whitechapel Market,534516.0,181744.0,65.7,2020-01-01,before,
Jan-20,Victoria Park (Co-location site),536494.0,184170.0,32.4,2020-01-01,before,
Jan-20,Millwall Park,538258.0,178689.0,31.5,2020-01-01,before,
Jan-20,Queensbridge Rd/Hackney Rd,533985.0,183122.0,46.1,2020-01-01,before,
Jan-20,Mast House Terrace,537348.0,178690.0,47.2,2020-01-01,before,
Jan-20,Mansell St,533800.0,181021.0,66.5,2020-01-01,before,
Jan-20,Shirbutt St o/s Holy Family School,537555.0,180892.0,39.6,2020-01-01,before,
Jan-20,Bow Rd/Alfred St,537056.0,182773.0,51.1,2020-01-01,before,
Jan-20,Millwall Park,538246.0,178689.0,44.8,2020-01-01,before,
Jan-20,Ackroyd Drive,536768.0,181772.0,55.5,2020-01-01,before,
Jan-20,Whitechapel High St (KFC),533985.0,181426.0,63.3,2020-01-01,before,
Jan-20,Calvert Ave/Boundary Street,533507.0,182569.0,50.3,2020-01-01,before,
Jan-20,Fairfield Road/Tredegar Road ,537159.0,183415.0,1.4,2020-01-01,before,
Jan-20,"Cascades, Westferry Road",537115.0,180074.0,56.0,2020-01-01,before,
Jan-20,Thames Path Storers Quay,538730.0,178733.0,39.1,2020-01-01,before,
Jan-20,Dod St/Burdett Rd,537049.0,181292.0,48.3,2020-01-01,before,
Jan-20,Sextant Avenue,538674.0,178888.0,35.8,2020-01-01,before,
Jan-20,Victoria Park (Co-location site),536494.0,184170.0,30.6,2020-01-01,before,
Jan-20,Commercial St/Calvin St,533611.0,182037.0,57.8,2020-01-01,before,
Jan-20,Rich Street,536937.0,180987.0,51.5,2020-01-01,before,
Jan-20,Wick Lane/Autumn St,537304.0,183619.0,51.9,2020-01-01,before,
Jan-20,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,48.0,2020-01-01,before,
Jan-20,Bow Rd /Glebe Terrace,537525.0,182887.0,65.8,2020-01-01,before,
Jan-20,Westferry Road/Limehouse Link jnct,537100.0,180791.0,51.0,2020-01-01,before,
Jan-20,Wentworth Mews,536452.0,182454.0,57.3,2020-01-01,before,
Jan-20,Watney Market,534938.0,181257.0,43.8,2020-01-01,before,
Jan-20,Rhondda Grove/Mile End Rd,536542.0,182589.0,47.7,2020-01-01,before,
Jan-20,Bow Common Lane/St Paul's Way,537248.0,181820.0,44.8,2020-01-01,before,
Jan-20,Manchester Road/East Ferry Road,538032.0,178360.0,43.5,2020-01-01,before,
Jan-20,St Katherine's Way,533992.0,180376.0,37.8,2020-01-01,before,
Jan-20,Mile End Road Corner Bancroft Rd,535929.0,182220.0,48.5,2020-01-01,before,
Jan-20,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,54.8,2020-01-01,before,
Jan-20,Parnell Rd/Old Ford Rd,536875.0,183740.0,51.3,2020-01-01,before,
Jan-20,Dolphin Lane,537539.0,180688.0,45.7,2020-01-01,before,
Jan-20,Wapping High St/Sampson St,534444.0,180122.0,34.2,2020-01-01,before,
Jan-20,TH Cemetery Park,536732.0,182361.0,31.8,2020-01-01,before,
Jan-20,Limeharbour,537953.0,179357.0,56.7,2020-01-01,before,
Feb-20,Wapping Wall/Garnet St,535133.0,180376.0,32.8,2020-02-01,before,
Feb-20,Poplar High St/Cotton St,538244.0,180761.0,74.6,2020-02-01,before,
Feb-20,Bow Common Lane/St Paul's Way,537248.0,181820.0,34.8,2020-02-01,before,
Feb-20,Grove Rd/Old Ford Rd,535930.0,183385.0,44.8,2020-02-01,before,
Feb-20,Wick Lane/Autumn St,537304.0,183619.0,40.2,2020-02-01,before,
Feb-20,"Cascades, Westferry Road",537115.0,180074.0,40.4,2020-02-01,before,
Feb-20,Devons Road / Campbell Road ,537577.0,182232.0,39.9,2020-02-01,before,
Feb-20,Bonner Road,535356.0,183223.0,35.6,2020-02-01,before,
Feb-20,Bow Rd /Glebe Terrace,537525.0,182887.0,53.4,2020-02-01,before,
Feb-20,Dolphin Lane,537539.0,180688.0,34.0,2020-02-01,before,
Feb-20,Brodlove Lane,535598.0,180816.0,46.7,2020-02-01,before,
Feb-20,Morris/Barchester Street,537731.0,181761.0,39.3,2020-02-01,before,
Feb-20,Hannibal Rd/Mile End Rd,535386.0,182021.0,49.0,2020-02-01,before,
Feb-20,Fairfield Road/Tredegar Road ,537159.0,183415.0,47.5,2020-02-01,before,
Feb-20,Westferry Road/Limehouse Link jnct,537100.0,180791.0,,2020-02-01,before,
Feb-20,Chrisp Street/E India Dock Road ,537940.0,181021.0,44.4,2020-02-01,before,
Feb-20,TH Cemetery Park,536732.0,182361.0,22.6,2020-02-01,before,
Feb-20,Cavell St/Stepney Way,534884.0,181667.0,47.0,2020-02-01,before,
Feb-20,Jubilee Street/Commercial Rd,535174.0,181290.0,36.8,2020-02-01,before,
Feb-20,Hale Street,537661.0,180768.0,34.4,2020-02-01,before,
Feb-20,Roman Rd/Globe Road,535296.0,182793.0,35.2,2020-02-01,before,
Feb-20,Millwall Park,538258.0,178689.0,25.7,2020-02-01,before,
Feb-20,Bow Rd/Alfred St,537056.0,182773.0,41.4,2020-02-01,before,
Feb-20,Victoria Park (Co-location site),536494.0,184170.0,23.1,2020-02-01,before,
Feb-20,Ford Close/Roman Rd,536457.0,183301.0,35.1,2020-02-01,before,
Feb-20,Victoria Park (Co-location site),536494.0,184170.0,22.9,2020-02-01,before,
Feb-20,Manchester Road/East Ferry Road,538032.0,178360.0,32.5,2020-02-01,before,
Feb-20,Seyssel Street,538544.0,178767.0,32.2,2020-02-01,before,
Feb-20,Thoydon Rd,536105.0,183049.0,1.4,2020-02-01,before,
Feb-20,Parnell Rd/Old Ford Rd,536875.0,183740.0,39.3,2020-02-01,before,
Feb-20,Harford St/Mile End Rd,536089.0,182258.0,31.8,2020-02-01,before,
Feb-20,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,40.0,2020-02-01,before,
Feb-20,Ben Johnson Road,536080.0,181721.0,37.9,2020-02-01,before,
Feb-20,Limeharbour,537953.0,179357.0,54.3,2020-02-01,before,
Feb-20,Rhondda Grove/Mile End Rd,536542.0,182589.0,37.8,2020-02-01,before,
Feb-20,Lawnhouse Close ,538190.0,179750.0,37.3,2020-02-01,before,
Feb-20,Rhodeswell Rd,536577.0,181379.0,29.3,2020-02-01,before,
Feb-20,Locksley St/St Paul's Way,536704.0,181647.0,,2020-02-01,before,
Feb-20,Wentworth Mews,536452.0,182454.0,43.7,2020-02-01,before,
Feb-20,Admirals Way,537424.0,179910.0,38.4,2020-02-01,before,
Feb-20,Fieldgate Street,534239.0,181565.0,41.8,2020-02-01,before,
Feb-20,John Smith Mews,538742.0,180756.0,32.5,2020-02-01,before,
Feb-20,Rich Street,536937.0,180987.0,43.0,2020-02-01,before,
Feb-20,Whitechapel Market,534516.0,181744.0,58.5,2020-02-01,before,
Feb-20,Dod St/Burdett Rd,537049.0,181292.0,34.7,2020-02-01,before,
Feb-20,Globe Rd/Mile End Rd,535634.0,182148.0,40.3,2020-02-01,before,
Feb-20,Watney Market,534938.0,181257.0,29.5,2020-02-01,before,
Feb-20,Prestons Road/ Coldharbour,538364.0,180188.0,39.2,2020-02-01,before,
Feb-20,Stepney Green,535545.0,181604.0,34.7,2020-02-01,before,
Feb-20,Toynbee St/Commercial St,533689.0,181705.0,56.7,2020-02-01,before,
Feb-20,Ackroyd Drive,536768.0,181772.0,46.6,2020-02-01,before,
Feb-20,Pitsea St/Commercial Rd,535797.0,181164.0,37.7,2020-02-01,before,
Feb-20,Millwall Park,538246.0,178689.0,37.0,2020-02-01,before,
Feb-20,Narrow St/Limehouse Link,535977.0,180879.0,75.6,2020-02-01,before,
Feb-20,Mast House Terrace,537348.0,178690.0,34.2,2020-02-01,before,
Feb-20,Manchester Road/Ollife Street ,538431.0,179044.0,31.0,2020-02-01,before,
Feb-20,Augusta St/Giraud St,537516.0,181392.0,30.3,2020-02-01,before,
Feb-20,Mansell St,533800.0,181021.0,61.8,2020-02-01,before,
Feb-20,Commercial St/Calvin St,533611.0,182037.0,47.7,2020-02-01,before,
Feb-20,Sidney St/Mile End Rd,534968.0,181878.0,46.8,2020-02-01,before,
Feb-20,Whitechapel High St (KFC),533985.0,181426.0,56.2,2020-02-01,before,
Feb-20,Bromley High Street/ St Leonards,537868.0,182912.0,34.9,2020-02-01,before,
Feb-20,Shirbutt St o/s Holy Family School,537555.0,180892.0,28.1,2020-02-01,before,
Feb-20,Blair Street (End of Street),538365.0,181180.0,58.8,2020-02-01,before,
Feb-20,Finnis St/Three Colts Lane,534783.0,182385.0,30.0,2020-02-01,before,
Feb-20,St Katherine's Way,533992.0,180376.0,31.7,2020-02-01,before,
Feb-20,Mile End Road Corner Bancroft Rd,535929.0,182220.0,35.8,2020-02-01,before,
Feb-20,Paradise Row/Bethnal Green Rd,534959.0,182757.0,48.3,2020-02-01,before,
Feb-20,Thames Path Storers Quay,538730.0,178733.0,28.3,2020-02-01,before,
Feb-20,Wapping High St/Sampson St,534444.0,180122.0,31.7,2020-02-01,before,
Feb-20,Newport Avenue,538954.0,180872.0,28.8,2020-02-01,before,
Feb-20,Cartwright Street,533955.0,180805.0,40.4,2020-02-01,before,
Feb-20,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,45.7,2020-02-01,before,
Feb-20,Whitechapel Rd/Adler St,534133.0,181509.0,42.8,2020-02-01,before,
Feb-20,Queensbridge Rd/Hackney Rd,533985.0,183122.0,43.9,2020-02-01,before,
Feb-20,Portree Street,538895.0,181296.0,45.2,2020-02-01,before,
Feb-20,Brick Lane/Princelet St,533866.0,181860.0,37.8,2020-02-01,before,
Feb-20,Warner Place/Hackney Rd,534255.0,183130.0,44.0,2020-02-01,before,
Feb-20,Zetland Street/A12,538178.0,181747.0,48.5,2020-02-01,before,
Feb-20,Buckfast St/Bethnal Green Rd,534259.0,182580.0,40.6,2020-02-01,before,
Feb-20,Devas Street /Devons road,537821.0,182332.0,38.5,2020-02-01,before,
Feb-20,Wrexham Road,537581.0,183209.0,34.0,2020-02-01,before,
Feb-20,Squirries St/Gosset St,534313.0,182810.0,38.3,2020-02-01,before,
Feb-20,Dellow St/The Highway,534951.0,180779.0,47.6,2020-02-01,before,
Feb-20,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,47.2,2020-02-01,before,
Feb-20,Hatfield Terrace/Fairfield Road,537355.0,183059.0,31.2,2020-02-01,before,
Feb-20,Colombia Rd/Gossett Street,533883.0,182815.0,41.6,2020-02-01,before,
Feb-20,Sextant Avenue,538674.0,178888.0,26.3,2020-02-01,before,
Feb-20,Calvert Ave/Boundary Street,533507.0,182569.0,44.2,2020-02-01,before,
Feb-20,Philpot St/Commercial Road,534816.0,181321.0,54.0,2020-02-01,before,
Mar-20,Colombia Rd/Gossett Street,533883.0,182815.0,,2020-03-01,before,
Apr-20,Colombia Rd/Gossett Street,533883.0,182815.0,,2020-04-01,before,
May-20,Colombia Rd/Gossett Street,533883.0,182815.0,,2020-05-01,before,
Jun-20,Colombia Rd/Gossett Street,533883.0,182815.0,,2020-06-01,before,
Jul-20,Colombia Rd/Gossett Street,533883.0,182815.0,,2020-07-01,before,
Aug-20,Brick Lane/Princelet St,533866.0,181860.0,30.0,2020-08-01,before,
Aug-20,Victoria Park (Co-location site),536494.0,184170.0,18.7,2020-08-01,before,
Aug-20,Newport Avenue,538954.0,180872.0,25.4,2020-08-01,before,
Aug-20,Millwall Park,538258.0,178689.0,18.6,2020-08-01,before,
Aug-20,Ford Close/Roman Rd,536457.0,183301.0,,2020-08-01,before,
Aug-20,Locksley St/St Paul's Way,536704.0,181647.0,32.1,2020-08-01,before,
Aug-20,TH Cemetery Park,536732.0,182361.0,18.7,2020-08-01,before,
Aug-20,Dolphin Lane,537539.0,180688.0,27.3,2020-08-01,before,
Aug-20,Cartwright Street,533955.0,180805.0,25.8,2020-08-01,before,
Aug-20,Seyssel Street,538544.0,178767.0,33.9,2020-08-01,before,
Aug-20,Bow Common Lane/St Paul's Way,537248.0,181820.0,29.6,2020-08-01,before,
Aug-20,Thoydon Rd,536105.0,183049.0,30.8,2020-08-01,before,
Aug-20,Harford St/Mile End Rd,536089.0,182258.0,34.5,2020-08-01,before,
Aug-20,Lawnhouse Close ,538190.0,179750.0,26.7,2020-08-01,before,
Aug-20,Portree Street,538895.0,181296.0,41.7,2020-08-01,before,
Aug-20,Manchester Road/Ollife Street ,538431.0,179044.0,,2020-08-01,before,
Aug-20,Narrow St/Limehouse Link,535977.0,180879.0,86.3,2020-08-01,before,
Aug-20,Ben Johnson Road,536080.0,181721.0,37.3,2020-08-01,before,
Aug-20,Admirals Way,537424.0,179910.0,24.4,2020-08-01,before,
Aug-20,Rhodeswell Rd,536577.0,181379.0,32.0,2020-08-01,before,
Aug-20,Buckfast St/Bethnal Green Rd,534259.0,182580.0,28.7,2020-08-01,before,
Aug-20,Augusta St/Giraud St,537516.0,181392.0,23.8,2020-08-01,before,
Aug-20,Blair Street (End of Street),538365.0,181180.0,42.1,2020-08-01,before,
Aug-20,Watney Market,534938.0,181257.0,,2020-08-01,before,
Aug-20,Colombia Rd/Gossett Street,533883.0,182815.0,26.3,2020-08-01,before,
Aug-20,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,31.8,2020-08-01,before,
Aug-20,Bow Rd/Alfred St,537056.0,182773.0,30.2,2020-08-01,before,
Aug-20,Rich Street,536937.0,180987.0,37.0,2020-08-01,before,
Aug-20,Thames Path Storers Quay,538730.0,178733.0,,2020-08-01,before,
Aug-20,"Cascades, Westferry Road",537115.0,180074.0,44.3,2020-08-01,before,
Aug-20,Dod St/Burdett Rd,537049.0,181292.0,26.7,2020-08-01,before,
Aug-20,Commercial St/Calvin St,533611.0,182037.0,45.2,2020-08-01,before,
Aug-20,Mast House Terrace,537348.0,178690.0,32.0,2020-08-01,before,
Aug-20,Ackroyd Drive,536768.0,181772.0,41.4,2020-08-01,before,
Aug-20,Wick Lane/Autumn St,537304.0,183619.0,42.6,2020-08-01,before,
Aug-20,Whitechapel High St (KFC),533985.0,181426.0,,2020-08-01,before,
Aug-20,Wentworth Mews,536452.0,182454.0,47.9,2020-08-01,before,
Aug-20,Calvert Ave/Boundary Street,533507.0,182569.0,29.2,2020-08-01,before,
Aug-20,Wapping High St/Sampson St,534444.0,180122.0,22.5,2020-08-01,before,
Aug-20,Shirbutt St o/s Holy Family School,537555.0,180892.0,23.3,2020-08-01,before,
Aug-20,Rhondda Grove/Mile End Rd,536542.0,182589.0,30.0,2020-08-01,before,
Aug-20,Sextant Avenue,538674.0,178888.0,,2020-08-01,before,
Aug-20,Fairfield Road/Tredegar Road ,537159.0,183415.0,44.8,2020-08-01,before,
Aug-20,Mansell St,533800.0,181021.0,47.5,2020-08-01,before,
Aug-20,Limeharbour,537953.0,179357.0,45.6,2020-08-01,before,
Aug-20,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,41.2,2020-08-01,before,
Aug-20,Mile End Road Corner Bancroft Rd,535929.0,182220.0,38.4,2020-08-01,before,
Aug-20,Westferry Road/Limehouse Link jnct,537100.0,180791.0,36.0,2020-08-01,before,
Aug-20,Parnell Rd/Old Ford Rd,536875.0,183740.0,30.2,2020-08-01,before,
Aug-20,St Katherine's Way,533992.0,180376.0,20.2,2020-08-01,before,
Aug-20,Bow Rd /Glebe Terrace,537525.0,182887.0,,2020-08-01,before,
Aug-20,Manchester Road/East Ferry Road,538032.0,178360.0,30.5,2020-08-01,before,
Aug-20,Victoria Park (Co-location site),536494.0,184170.0,17.5,2020-08-01,before,
Aug-20,Millwall Park,538246.0,178689.0,1.2,2020-08-01,before,
Aug-20,Queensbridge Rd/Hackney Rd,533985.0,183122.0,28.4,2020-08-01,before,
Aug-20,Whitechapel Rd/Adler St,534133.0,181509.0,36.9,2020-08-01,before,
Aug-20,Poplar High St/Cotton St,538244.0,180761.0,97.0,2020-08-01,before,
Aug-20,Warner Place/Hackney Rd,534255.0,183130.0,27.1,2020-08-01,before,
Aug-20,Globe Rd/Mile End Rd,535634.0,182148.0,42.6,2020-08-01,before,
Aug-20,Morris/Barchester Street,537731.0,181761.0,33.2,2020-08-01,before,
Aug-20,Prestons Road/ Coldharbour,538364.0,180188.0,39.9,2020-08-01,before,
Aug-20,Hannibal Rd/Mile End Rd,535386.0,182021.0,,2020-08-01,before,
Aug-20,Philpot St/Commercial Road,534816.0,181321.0,39.4,2020-08-01,before,
Aug-20,Jubilee Street/Commercial Rd,535174.0,181290.0,51.2,2020-08-01,before,
Aug-20,Paradise Row/Bethnal Green Rd,534959.0,182757.0,33.3,2020-08-01,before,
Aug-20,Sidney St/Mile End Rd,534968.0,181878.0,37.4,2020-08-01,before,
Aug-20,Wrexham Road,537581.0,183209.0,35.1,2020-08-01,before,
Aug-20,Whitechapel Market,534516.0,181744.0,57.5,2020-08-01,before,
Aug-20,Devas Street /Devons road,537821.0,182332.0,38.3,2020-08-01,before,
Aug-20,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,36.1,2020-08-01,before,
Aug-20,Cavell St/Stepney Way,534884.0,181667.0,30.7,2020-08-01,before,
Aug-20,John Smith Mews,538742.0,180756.0,28.3,2020-08-01,before,
Aug-20,Fieldgate Street,534239.0,181565.0,35.6,2020-08-01,before,
Aug-20,Bonner Road,535356.0,183223.0,32.0,2020-08-01,before,
Aug-20,Brodlove Lane,535598.0,180816.0,37.0,2020-08-01,before,
Aug-20,Grove Rd/Old Ford Rd,535930.0,183385.0,32.3,2020-08-01,before,
Aug-20,Zetland Street/A12,538178.0,181747.0,70.3,2020-08-01,before,
Aug-20,Bromley High Street/ St Leonards,537868.0,182912.0,35.8,2020-08-01,before,
Aug-20,Finnis St/Three Colts Lane,534783.0,182385.0,24.1,2020-08-01,before,
Aug-20,Pitsea St/Commercial Rd,535797.0,181164.0,31.5,2020-08-01,before,
Aug-20,Squirries St/Gosset St,534313.0,182810.0,33.8,2020-08-01,before,
Aug-20,Devons Road / Campbell Road ,537577.0,182232.0,41.3,2020-08-01,before,
Aug-20,Hatfield Terrace/Fairfield Road,537355.0,183059.0,30.8,2020-08-01,before,
Aug-20,Toynbee St/Commercial St,533689.0,181705.0,,2020-08-01,before,
Aug-20,Wapping Wall/Garnet St,535133.0,180376.0,25.6,2020-08-01,before,
Aug-20,Hale Street,537661.0,180768.0,24.6,2020-08-01,before,
Aug-20,Roman Rd/Globe Road,535296.0,182793.0,33.5,2020-08-01,before,
Aug-20,Chrisp Street/E India Dock Road ,537940.0,181021.0,43.0,2020-08-01,before,
Aug-20,Stepney Green,535545.0,181604.0,24.9,2020-08-01,before,
Aug-20,Dellow St/The Highway,534951.0,180779.0,46.5,2020-08-01,before,
Sep-20,Hale Street,537661.0,180768.0,30.0,2020-09-01,before,
Sep-20,Whitechapel High St (KFC),533985.0,181426.0,49.0,2020-09-01,before,
Sep-20,Wentworth Mews,536452.0,182454.0,40.8,2020-09-01,before,
Sep-20,Wrexham Road,537581.0,183209.0,38.3,2020-09-01,before,
Sep-20,Bow Rd/Alfred St,537056.0,182773.0,32.0,2020-09-01,before,
Sep-20,Rhondda Grove/Mile End Rd,536542.0,182589.0,,2020-09-01,before,
Sep-20,Millwall Park,538246.0,178689.0,22.9,2020-09-01,before,
Sep-20,Commercial St/Calvin St,533611.0,182037.0,47.1,2020-09-01,before,
Sep-20,Sidney St/Mile End Rd,534968.0,181878.0,38.2,2020-09-01,before,
Sep-20,Shirbutt St o/s Holy Family School,537555.0,180892.0,25.6,2020-09-01,before,
Sep-20,Dod St/Burdett Rd,537049.0,181292.0,30.5,2020-09-01,before,
Sep-20,Ackroyd Drive,536768.0,181772.0,42.7,2020-09-01,before,
Sep-20,Mast House Terrace,537348.0,178690.0,34.6,2020-09-01,before,
Sep-20,Roman Rd/Globe Road,535296.0,182793.0,30.0,2020-09-01,before,
Sep-20,Hannibal Rd/Mile End Rd,535386.0,182021.0,,2020-09-01,before,
Sep-20,Finnis St/Three Colts Lane,534783.0,182385.0,28.2,2020-09-01,before,
Sep-20,Watney Market,534938.0,181257.0,,2020-09-01,before,
Sep-20,Rich Street,536937.0,180987.0,39.5,2020-09-01,before,
Sep-20,Queensbridge Rd/Hackney Rd,533985.0,183122.0,32.4,2020-09-01,before,
Sep-20,Augusta St/Giraud St,537516.0,181392.0,28.6,2020-09-01,before,
Sep-20,Bow Common Lane/St Paul's Way,537248.0,181820.0,31.2,2020-09-01,before,
Sep-20,Devons Road / Campbell Road ,537577.0,182232.0,37.9,2020-09-01,before,
Sep-20,Wapping Wall/Garnet St,535133.0,180376.0,30.0,2020-09-01,before,
Sep-20,TH Cemetery Park,536732.0,182361.0,22.8,2020-09-01,before,
Sep-20,Dellow St/The Highway,534951.0,180779.0,47.5,2020-09-01,before,
Sep-20,Dolphin Lane,537539.0,180688.0,26.5,2020-09-01,before,
Sep-20,Hatfield Terrace/Fairfield Road,537355.0,183059.0,29.4,2020-09-01,before,
Sep-20,Bow Rd /Glebe Terrace,537525.0,182887.0,,2020-09-01,before,
Sep-20,Colombia Rd/Gossett Street,533883.0,182815.0,30.6,2020-09-01,before,
Sep-20,Cavell St/Stepney Way,534884.0,181667.0,33.8,2020-09-01,before,
Sep-20,Sextant Avenue,538674.0,178888.0,25.2,2020-09-01,before,
Sep-20,Westferry Road/Limehouse Link jnct,537100.0,180791.0,35.5,2020-09-01,before,
Sep-20,Fairfield Road/Tredegar Road ,537159.0,183415.0,50.3,2020-09-01,before,
Sep-20,Morris/Barchester Street,537731.0,181761.0,,2020-09-01,before,
Sep-20,Philpot St/Commercial Road,534816.0,181321.0,35.5,2020-09-01,before,
Sep-20,Calvert Ave/Boundary Street,533507.0,182569.0,31.8,2020-09-01,before,
Sep-20,Wick Lane/Autumn St,537304.0,183619.0,37.0,2020-09-01,before,
Sep-20,Jubilee Street/Commercial Rd,535174.0,181290.0,55.3,2020-09-01,before,
Sep-20,"Cascades, Westferry Road",537115.0,180074.0,43.9,2020-09-01,before,
Sep-20,Chrisp Street/E India Dock Road ,537940.0,181021.0,46.1,2020-09-01,before,
Sep-20,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,33.3,2020-09-01,before,
Sep-20,Thames Path Storers Quay,538730.0,178733.0,,2020-09-01,before,
Sep-20,Brodlove Lane,535598.0,180816.0,,2020-09-01,before,
Sep-20,Pitsea St/Commercial Rd,535797.0,181164.0,34.8,2020-09-01,before,
Sep-20,Mansell St,533800.0,181021.0,46.1,2020-09-01,before,
Sep-20,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,45.0,2020-09-01,before,
Sep-20,Ben Johnson Road,536080.0,181721.0,41.7,2020-09-01,before,
Sep-20,Fieldgate Street,534239.0,181565.0,36.4,2020-09-01,before,
Sep-20,Millwall Park,538258.0,178689.0,24.8,2020-09-01,before,
Sep-20,Lawnhouse Close ,538190.0,179750.0,35.6,2020-09-01,before,
Sep-20,Ford Close/Roman Rd,536457.0,183301.0,39.3,2020-09-01,before,
Sep-20,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,39.6,2020-09-01,before,
Sep-20,Devas Street /Devons road,537821.0,182332.0,,2020-09-01,before,
Sep-20,Cartwright Street,533955.0,180805.0,27.9,2020-09-01,before,
Sep-20,Thoydon Rd,536105.0,183049.0,29.4,2020-09-01,before,
Sep-20,Victoria Park (Co-location site),536494.0,184170.0,19.5,2020-09-01,before,
Sep-20,Whitechapel Market,534516.0,181744.0,59.4,2020-09-01,before,
Sep-20,Portree Street,538895.0,181296.0,43.8,2020-09-01,before,
Sep-20,Seyssel Street,538544.0,178767.0,35.5,2020-09-01,before,
Sep-20,Rhodeswell Rd,536577.0,181379.0,30.1,2020-09-01,before,
Sep-20,Brick Lane/Princelet St,533866.0,181860.0,,2020-09-01,before,
Sep-20,Harford St/Mile End Rd,536089.0,182258.0,40.5,2020-09-01,before,
Sep-20,Prestons Road/ Coldharbour,538364.0,180188.0,43.8,2020-09-01,before,
Sep-20,Whitechapel Rd/Adler St,534133.0,181509.0,38.9,2020-09-01,before,
Sep-20,Warner Place/Hackney Rd,534255.0,183130.0,29.9,2020-09-01,before,
Sep-20,Manchester Road/Ollife Street ,538431.0,179044.0,,2020-09-01,before,
Sep-20,Blair Street (End of Street),538365.0,181180.0,40.5,2020-09-01,before,
Sep-20,Wapping High St/Sampson St,534444.0,180122.0,25.6,2020-09-01,before,
Sep-20,Newport Avenue,538954.0,180872.0,30.0,2020-09-01,before,
Sep-20,Locksley St/St Paul's Way,536704.0,181647.0,33.5,2020-09-01,before,
Sep-20,Admirals Way,537424.0,179910.0,29.1,2020-09-01,before,
Sep-20,Bonner Road,535356.0,183223.0,38.0,2020-09-01,before,
Sep-20,Mile End Road Corner Bancroft Rd,535929.0,182220.0,43.9,2020-09-01,before,
Sep-20,Poplar High St/Cotton St,538244.0,180761.0,90.5,2020-09-01,before,
Sep-20,Limeharbour,537953.0,179357.0,52.2,2020-09-01,before,
Sep-20,Bromley High Street/ St Leonards,537868.0,182912.0,40.0,2020-09-01,before,
Sep-20,Narrow St/Limehouse Link,535977.0,180879.0,86.6,2020-09-01,before,
Sep-20,John Smith Mews,538742.0,180756.0,32.1,2020-09-01,before,
Sep-20,Parnell Rd/Old Ford Rd,536875.0,183740.0,36.9,2020-09-01,before,
Sep-20,Paradise Row/Bethnal Green Rd,534959.0,182757.0,32.6,2020-09-01,before,
Sep-20,Globe Rd/Mile End Rd,535634.0,182148.0,43.0,2020-09-01,before,
Sep-20,Zetland Street/A12,538178.0,181747.0,64.0,2020-09-01,before,
Sep-20,Stepney Green,535545.0,181604.0,30.1,2020-09-01,before,
Sep-20,St Katherine's Way,533992.0,180376.0,23.2,2020-09-01,before,
Sep-20,Manchester Road/East Ferry Road,538032.0,178360.0,33.0,2020-09-01,before,
Sep-20,Buckfast St/Bethnal Green Rd,534259.0,182580.0,31.1,2020-09-01,before,
Sep-20,Victoria Park (Co-location site),536494.0,184170.0,18.4,2020-09-01,before,
Sep-20,Grove Rd/Old Ford Rd,535930.0,183385.0,38.7,2020-09-01,before,
Sep-20,Squirries St/Gosset St,534313.0,182810.0,38.1,2020-09-01,before,
Sep-20,Toynbee St/Commercial St,533689.0,181705.0,,2020-09-01,before,
Oct-20,Lawnhouse Close ,538190.0,179750.0,40.5,2020-10-01,before,
Oct-20,Manchester Road/Ollife Street ,538431.0,179044.0,39.3,2020-10-01,before,
Oct-20,Sextant Avenue,538674.0,178888.0,27.0,2020-10-01,before,
Oct-20,Devons Road / Campbell Road ,537577.0,182232.0,,2020-10-01,before,
Oct-20,Zetland Street/A12,538178.0,181747.0,55.0,2020-10-01,before,
Oct-20,Augusta St/Giraud St,537516.0,181392.0,31.8,2020-10-01,before,
Oct-20,Blair Street (End of Street),538365.0,181180.0,52.7,2020-10-01,before,
