month,location,grid_squaresX,grid_squaresY,aq,utctimestamp,period,test_period
Jun-18,Philpot St/Commercial Road,534816.0,181321.0,39.7,2018-06-01,before,before
Jun-18,Dellow St/The Highway,534951.0,180779.0,55.7,2018-06-01,before,before
Jun-18,Queensbridge Rd/Hackney Rd,533985.0,183122.0,58.2,2018-06-01,before,before
Jun-18,Rhodeswell Rd,536577.0,181379.0,37.9,2018-06-01,before,before
Jun-18,Devas Street /Devons road,537821.0,182332.0,56.7,2018-06-01,before,before
Jun-18,Wapping Wall/Garnet St,535133.0,180376.0,34.5,2018-06-01,before,before
Jun-18,Mansell St,533800.0,181021.0,48.8,2018-06-01,before,before
Jun-18,Brodlove Lane,535598.0,180816.0,43.4,2018-06-01,before,before
Jun-18,Jubilee Street/Commercial Rd,535174.0,181290.0,21.6,2018-06-01,before,before
Jun-18,Harford St/Mile End Rd,536089.0,182258.0,58.7,2018-06-01,before,before
Jun-18,Locksley St/St Paul's Way,536704.0,181647.0,40.3,2018-06-01,before,before
Jun-18,Hannibal Rd/Mile End Rd,535386.0,182021.0,43.7,2018-06-01,before,before
Jun-18,Roman Rd/Globe Road,535296.0,182793.0,44.8,2018-06-01,before,before
Jun-18,Narrow St/Limehouse Link,535977.0,180879.0,118.0,2018-06-01,before,before
Jun-18,Whitechapel High St (KFC),533985.0,181426.0,75.0,2018-06-01,before,before
Jun-18,Bonner Road,535356.0,183223.0,34.6,2018-06-01,before,before
Jun-18,Sextant Avenue,538674.0,178888.0,26.4,2018-06-01,before,before
Jun-18,Pitsea St/Commercial Rd,535797.0,181164.0,42.5,2018-06-01,before,before
Jun-18,Grove Rd/Old Ford Rd,535930.0,183385.0,42.1,2018-06-01,before,before
Jun-18,Shirbutt St o/s Holy Family School,537555.0,180892.0,28.5,2018-06-01,before,before
Jun-18,Stepney Green,535545.0,181604.0,,2018-06-01,before,before
Jun-18,Fieldgate Street,534239.0,181565.0,59.9,2018-06-01,before,before
Jun-18,Bromley High Street/ St Leonards,537868.0,182912.0,40.0,2018-06-01,before,before
Jun-18,Whitechapel Market,534516.0,181744.0,70.9,2018-06-01,before,before
Jun-18,Cavell St/Stepney Way,534884.0,181667.0,36.3,2018-06-01,before,before
Jun-18,Paradise Row/Bethnal Green Rd,534959.0,182757.0,43.2,2018-06-01,before,before
Jun-18,Globe Rd/Mile End Rd,535634.0,182148.0,58.2,2018-06-01,before,before
Jun-18,Squirries St/Gosset St,534313.0,182810.0,43.3,2018-06-01,before,before
Jun-18,Zetland Street/A12,538178.0,181747.0,91.3,2018-06-01,before,before
Jun-18,Wrexham Road,537581.0,183209.0,50.5,2018-06-01,before,before
Jun-18,St Katherine's Way,533992.0,180376.0,21.7,2018-06-01,before,before
Jun-18,Buckfast St/Bethnal Green Rd,534259.0,182580.0,36.9,2018-06-01,before,before
Jun-18,Ford Close/Roman Rd,536457.0,183301.0,52.1,2018-06-01,before,before
Jun-18,Thoydon Rd,536105.0,183049.0,34.5,2018-06-01,before,before
Jun-18,Whitechapel Rd/Adler St,534133.0,181509.0,,2018-06-01,before,before
Jun-18,Warner Place/Hackney Rd,534255.0,183130.0,35.7,2018-06-01,before,before
Jun-18,Cartwright Street,533955.0,180805.0,31.1,2018-06-01,before,before
Jun-18,Brick Lane/Princelet St,533866.0,181860.0,30.8,2018-06-01,before,before
Jun-18,Wapping High St/Sampson St,534444.0,180122.0,26.9,2018-06-01,before,before
Jun-18,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,40.7,2018-06-01,before,before
Jul-18,Fairfield Road/Tredegar Road ,537159.0,183415.0,60.4,2018-07-01,before,before
Jul-18,Devons Road / Campbell Road ,537577.0,182232.0,55.4,2018-07-01,before,before
Jul-18,Dolphin Lane,537539.0,180688.0,35.6,2018-07-01,before,before
Jul-18,St Katherine's Way,533992.0,180376.0,33.1,2018-07-01,before,before
Jul-18,Whitechapel Market,534516.0,181744.0,101.7,2018-07-01,before,before
Jul-18,Hannibal Rd/Mile End Rd,535386.0,182021.0,62.4,2018-07-01,before,before
Jul-18,Augusta St/Giraud St,537516.0,181392.0,29.5,2018-07-01,before,before
Jul-18,Wick Lane/Autumn St,537304.0,183619.0,53.9,2018-07-01,before,before
Jul-18,Prestons Road/ Coldharbour,538364.0,180188.0,46.6,2018-07-01,before,before
Jul-18,Wapping High St/Sampson St,534444.0,180122.0,37.5,2018-07-01,before,before
Jul-18,Roman Rd/Globe Road,535296.0,182793.0,44.8,2018-07-01,before,before
Jul-18,Fieldgate Street,534239.0,181565.0,57.3,2018-07-01,before,before
Jul-18,Bow Common Lane/St Paul's Way,537248.0,181820.0,51.1,2018-07-01,before,before
Jul-18,Whitechapel Rd/Adler St,534133.0,181509.0,64.1,2018-07-01,before,before
Jul-18,Bonner Road,535356.0,183223.0,47.4,2018-07-01,before,before
Jul-18,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,47.4,2018-07-01,before,before
Jul-18,TH Cemetery Park,536732.0,182361.0,24.9,2018-07-01,before,before
Jul-18,Cavell St/Stepney Way,534884.0,181667.0,51.7,2018-07-01,before,before
Jul-18,Shirbutt St o/s Holy Family School,537555.0,180892.0,29.1,2018-07-01,before,before
Jul-18,Hale Street,537661.0,180768.0,34.2,2018-07-01,before,before
Jul-18,John Smith Mews,538742.0,180756.0,38.4,2018-07-01,before,before
Jul-18,Poplar High St/Cotton St,538244.0,180761.0,101.4,2018-07-01,before,before
Jul-18,Grove Rd/Old Ford Rd,535930.0,183385.0,58.4,2018-07-01,before,before
Jul-18,Bow Rd /Glebe Terrace,537525.0,182887.0,88.0,2018-07-01,before,before
Jul-18,Cartwright Street,533955.0,180805.0,40.6,2018-07-01,before,before
Jul-18,Newport Avenue,538954.0,180872.0,34.5,2018-07-01,before,before
Jul-18,Bromley High Street/ St Leonards,537868.0,182912.0,40.3,2018-07-01,before,before
Jul-18,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,62.3,2018-07-01,before,before
Jul-18,Zetland Street/A12,538178.0,181747.0,88.4,2018-07-01,before,before
Jul-18,Jubilee Street/Commercial Rd,535174.0,181290.0,80.1,2018-07-01,before,before
Jul-18,Admirals Way,537424.0,179910.0,28.8,2018-07-01,before,before
Jul-18,Squirries St/Gosset St,534313.0,182810.0,55.9,2018-07-01,before,before
Jul-18,Manchester Road/East Ferry Road,538032.0,178360.0,34.2,2018-07-01,before,before
Jul-18,Portree Street,538895.0,181296.0,54.9,2018-07-01,before,before
Jul-18,Sidney St/Mile End Rd,534968.0,181878.0,51.8,2018-07-01,before,before
Jul-18,Warner Place/Hackney Rd,534255.0,183130.0,46.2,2018-07-01,before,before
Jul-18,Philpot St/Commercial Road,534816.0,181321.0,61.4,2018-07-01,before,before
Jul-18,Millwall Park,538258.0,178689.0,,2018-07-01,before,before
Jul-18,Finnis St/Three Colts Lane,534783.0,182385.0,36.2,2018-07-01,before,before
Jul-18,Lawnhouse Close ,538190.0,179750.0,43.1,2018-07-01,before,before
Jul-18,Seyssel Street,538544.0,178767.0,36.1,2018-07-01,before,before
Jul-18,Morris/Barchester Street,537731.0,181761.0,39.8,2018-07-01,before,before
Jul-18,Thames Path Storers Quay,538730.0,178733.0,29.3,2018-07-01,before,before
Jul-18,Paradise Row/Bethnal Green Rd,534959.0,182757.0,53.5,2018-07-01,before,before
Jul-18,Calvert Ave/Boundary Street,533507.0,182569.0,46.0,2018-07-01,before,before
Jul-18,Westferry Road/Limehouse Link jnct,537100.0,180791.0,44.8,2018-07-01,before,before
Jul-18,Limeharbour,537953.0,179357.0,50.2,2018-07-01,before,before
Jul-18,Dellow St/The Highway,534951.0,180779.0,77.5,2018-07-01,before,before
Jul-18,Brick Lane/Princelet St,533866.0,181860.0,42.3,2018-07-01,before,before
Jul-18,Manchester Road/Ollife Street ,538431.0,179044.0,36.3,2018-07-01,before,before
Jul-18,Brodlove Lane,535598.0,180816.0,65.7,2018-07-01,before,before
Jul-18,Toynbee St/Commercial St,533689.0,181705.0,75.4,2018-07-01,before,before
Jul-18,"Cascades, Westferry Road",537115.0,180074.0,48.5,2018-07-01,before,before
Jul-18,Mansell St,533800.0,181021.0,71.2,2018-07-01,before,before
Jul-18,Millwall Park,538246.0,178689.0,24.3,2018-07-01,before,before
Jul-18,Wapping Wall/Garnet St,535133.0,180376.0,40.7,2018-07-01,before,before
Jul-18,Queensbridge Rd/Hackney Rd,533985.0,183122.0,136.3,2018-07-01,before,before
Jul-18,Buckfast St/Bethnal Green Rd,534259.0,182580.0,43.4,2018-07-01,before,before
Jul-18,Devas Street /Devons road,537821.0,182332.0,54.1,2018-07-01,before,before
Jul-18,Mast House Terrace,537348.0,178690.0,34.5,2018-07-01,before,before
Jul-18,Colombia Rd/Gossett Street,533883.0,182815.0,43.8,2018-07-01,before,before
Jul-18,Watney Market,534938.0,181257.0,40.2,2018-07-01,before,before
Jul-18,Bow Rd/Alfred St,537056.0,182773.0,40.1,2018-07-01,before,before
Jul-18,Blair Street (End of Street),538365.0,181180.0,60.6,2018-07-01,before,before
Jul-18,Chrisp Street/E India Dock Road ,537940.0,181021.0,56.7,2018-07-01,before,before
Jul-18,Hatfield Terrace/Fairfield Road,537355.0,183059.0,35.0,2018-07-01,before,before
Jul-18,Whitechapel High St (KFC),533985.0,181426.0,87.2,2018-07-01,before,before
Jul-18,Pitsea St/Commercial Rd,535797.0,181164.0,50.5,2018-07-01,before,before
Jul-18,Ford Close/Roman Rd,536457.0,183301.0,51.0,2018-07-01,before,before
Jul-18,Narrow St/Limehouse Link,535977.0,180879.0,115.8,2018-07-01,before,before
Jul-18,Commercial St/Calvin St,533611.0,182037.0,,2018-07-01,before,before
Jul-18,Harford St/Mile End Rd,536089.0,182258.0,51.1,2018-07-01,before,before
Jul-18,Stepney Green,535545.0,181604.0,33.4,2018-07-01,before,before
Jul-18,Rich Street,536937.0,180987.0,48.1,2018-07-01,before,before
Jul-18,Mile End Road Corner Bancroft Rd,535929.0,182220.0,64.4,2018-07-01,before,before
Jul-18,Wentworth Mews,536452.0,182454.0,67.8,2018-07-01,before,before
Jul-18,Ackroyd Drive,536768.0,181772.0,50.3,2018-07-01,before,before
Jul-18,Victoria Park (Co-location site),536494.0,184170.0,23.4,2018-07-01,before,before
Jul-18,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,52.5,2018-07-01,before,before
Jul-18,Dod St/Burdett Rd,537049.0,181292.0,37.6,2018-07-01,before,before
Jul-18,Rhodeswell Rd,536577.0,181379.0,42.2,2018-07-01,before,before
Jul-18,Locksley St/St Paul's Way,536704.0,181647.0,40.9,2018-07-01,before,before
Jul-18,Parnell Rd/Old Ford Rd,536875.0,183740.0,43.3,2018-07-01,before,before
Jul-18,Sextant Avenue,538674.0,178888.0,25.4,2018-07-01,before,before
Jul-18,Globe Rd/Mile End Rd,535634.0,182148.0,71.7,2018-07-01,before,before
Jul-18,Wrexham Road,537581.0,183209.0,43.4,2018-07-01,before,before
Jul-18,Victoria Park (Co-location site),536494.0,184170.0,22.3,2018-07-01,before,before
Jul-18,Ben Johnson Road,536080.0,181721.0,45.6,2018-07-01,before,before
Jul-18,Thoydon Rd,536105.0,183049.0,46.8,2018-07-01,before,before
Jul-18,Rhondda Grove/Mile End Rd,536542.0,182589.0,28.8,2018-07-01,before,before
Aug-18,Augusta St/Giraud St,537516.0,181392.0,29.5,2018-08-01,before,before
Aug-18,Westferry Road/Limehouse Link jnct,537100.0,180791.0,40.0,2018-08-01,before,before
Aug-18,Jubilee Street/Commercial Rd,535174.0,181290.0,64.8,2018-08-01,before,before
Aug-18,Devons Road / Campbell Road ,537577.0,182232.0,50.4,2018-08-01,before,before
Aug-18,Parnell Rd/Old Ford Rd,536875.0,183740.0,,2018-08-01,before,before
Aug-18,Philpot St/Commercial Road,534816.0,181321.0,52.0,2018-08-01,before,before
Aug-18,Mile End Road Corner Bancroft Rd,535929.0,182220.0,61.5,2018-08-01,before,before
Aug-18,Hannibal Rd/Mile End Rd,535386.0,182021.0,56.4,2018-08-01,before,before
Aug-18,Narrow St/Limehouse Link,535977.0,180879.0,102.3,2018-08-01,before,before
Aug-18,Hatfield Terrace/Fairfield Road,537355.0,183059.0,33.7,2018-08-01,before,before
Aug-18,Cavell St/Stepney Way,534884.0,181667.0,50.6,2018-08-01,before,before
Aug-18,Lawnhouse Close ,538190.0,179750.0,39.5,2018-08-01,before,before
Aug-18,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,51.9,2018-08-01,before,before
Aug-18,Warner Place/Hackney Rd,534255.0,183130.0,42.8,2018-08-01,before,before
Aug-18,Squirries St/Gosset St,534313.0,182810.0,45.1,2018-08-01,before,before
Aug-18,Dolphin Lane,537539.0,180688.0,30.8,2018-08-01,before,before
Aug-18,Ackroyd Drive,536768.0,181772.0,48.8,2018-08-01,before,before
Aug-18,Globe Rd/Mile End Rd,535634.0,182148.0,59.3,2018-08-01,before,before
Aug-18,Brodlove Lane,535598.0,180816.0,53.9,2018-08-01,before,before
Aug-18,Portree Street,538895.0,181296.0,45.1,2018-08-01,before,before
Aug-18,Devas Street /Devons road,537821.0,182332.0,50.5,2018-08-01,before,before
Aug-18,Manchester Road/East Ferry Road,538032.0,178360.0,30.7,2018-08-01,before,before
Aug-18,Millwall Park,538246.0,178689.0,24.8,2018-08-01,before,before
Aug-18,Rhondda Grove/Mile End Rd,536542.0,182589.0,,2018-08-01,before,before
Aug-18,Dellow St/The Highway,534951.0,180779.0,63.0,2018-08-01,before,before
Aug-18,Ben Johnson Road,536080.0,181721.0,42.6,2018-08-01,before,before
Aug-18,Calvert Ave/Boundary Street,533507.0,182569.0,44.1,2018-08-01,before,before
Aug-18,Sidney St/Mile End Rd,534968.0,181878.0,49.1,2018-08-01,before,before
Aug-18,Mast House Terrace,537348.0,178690.0,36.1,2018-08-01,before,before
Aug-18,Millwall Park,538258.0,178689.0,26.9,2018-08-01,before,before
Aug-18,Rhodeswell Rd,536577.0,181379.0,38.3,2018-08-01,before,before
Aug-18,Manchester Road/Ollife Street ,538431.0,179044.0,32.2,2018-08-01,before,before
Aug-18,Morris/Barchester Street,537731.0,181761.0,38.3,2018-08-01,before,before
Aug-18,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,280.4,2018-08-01,before,before
Aug-18,Finnis St/Three Colts Lane,534783.0,182385.0,33.9,2018-08-01,before,before
Aug-18,Wrexham Road,537581.0,183209.0,41.7,2018-08-01,before,before
Aug-18,Bow Rd/Alfred St,537056.0,182773.0,43.7,2018-08-01,before,before
Aug-18,Seyssel Street,538544.0,178767.0,33.6,2018-08-01,before,before
Aug-18,Mansell St,533800.0,181021.0,63.9,2018-08-01,before,before
Aug-18,Wentworth Mews,536452.0,182454.0,60.3,2018-08-01,before,before
Aug-18,Wapping Wall/Garnet St,535133.0,180376.0,33.7,2018-08-01,before,before
Aug-18,Paradise Row/Bethnal Green Rd,534959.0,182757.0,45.0,2018-08-01,before,before
Aug-18,Harford St/Mile End Rd,536089.0,182258.0,42.6,2018-08-01,before,before
Aug-18,Thames Path Storers Quay,538730.0,178733.0,27.2,2018-08-01,before,before
Aug-18,Locksley St/St Paul's Way,536704.0,181647.0,34.1,2018-08-01,before,before
Aug-18,Queensbridge Rd/Hackney Rd,533985.0,183122.0,37.4,2018-08-01,before,before
Aug-18,"Cascades, Westferry Road",537115.0,180074.0,46.3,2018-08-01,before,before
Aug-18,Admirals Way,537424.0,179910.0,24.2,2018-08-01,before,before
Aug-18,Buckfast St/Bethnal Green Rd,534259.0,182580.0,38.2,2018-08-01,before,before
Aug-18,Whitechapel Rd/Adler St,534133.0,181509.0,52.0,2018-08-01,before,before
Aug-18,Bow Rd /Glebe Terrace,537525.0,182887.0,75.5,2018-08-01,before,before
Aug-18,Grove Rd/Old Ford Rd,535930.0,183385.0,48.3,2018-08-01,before,before
Aug-18,Ford Close/Roman Rd,536457.0,183301.0,41.1,2018-08-01,before,before
Aug-18,John Smith Mews,538742.0,180756.0,38.9,2018-08-01,before,before
Aug-18,Bromley High Street/ St Leonards,537868.0,182912.0,39.1,2018-08-01,before,before
Aug-18,Stepney Green,535545.0,181604.0,30.5,2018-08-01,before,before
Aug-18,Blair Street (End of Street),538365.0,181180.0,52.3,2018-08-01,before,before
Aug-18,Fairfield Road/Tredegar Road ,537159.0,183415.0,55.4,2018-08-01,before,before
Aug-18,Rich Street,536937.0,180987.0,45.8,2018-08-01,before,before
Aug-18,Fieldgate Street,534239.0,181565.0,47.6,2018-08-01,before,before
Aug-18,Cartwright Street,533955.0,180805.0,39.5,2018-08-01,before,before
Aug-18,Poplar High St/Cotton St,538244.0,180761.0,84.1,2018-08-01,before,before
Aug-18,Newport Avenue,538954.0,180872.0,33.9,2018-08-01,before,before
Aug-18,Whitechapel High St (KFC),533985.0,181426.0,81.8,2018-08-01,before,before
Aug-18,Wick Lane/Autumn St,537304.0,183619.0,47.3,2018-08-01,before,before
Aug-18,Victoria Park (Co-location site),536494.0,184170.0,22.4,2018-08-01,before,before
Aug-18,Sextant Avenue,538674.0,178888.0,24.6,2018-08-01,before,before
Aug-18,Hale Street,537661.0,180768.0,32.6,2018-08-01,before,before
Aug-18,Whitechapel Market,534516.0,181744.0,84.1,2018-08-01,before,before
Aug-18,Chrisp Street/E India Dock Road ,537940.0,181021.0,55.0,2018-08-01,before,before
Aug-18,Wapping High St/Sampson St,534444.0,180122.0,33.5,2018-08-01,before,before
Aug-18,Watney Market,534938.0,181257.0,34.4,2018-08-01,before,before
Aug-18,Colombia Rd/Gossett Street,533883.0,182815.0,39.0,2018-08-01,before,before
Aug-18,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,43.3,2018-08-01,before,before
Aug-18,Limeharbour,537953.0,179357.0,45.1,2018-08-01,before,before
Aug-18,Zetland Street/A12,538178.0,181747.0,69.9,2018-08-01,before,before
Aug-18,Dod St/Burdett Rd,537049.0,181292.0,35.3,2018-08-01,before,before
Aug-18,Bow Common Lane/St Paul's Way,537248.0,181820.0,46.4,2018-08-01,before,before
Aug-18,Brick Lane/Princelet St,533866.0,181860.0,37.6,2018-08-01,before,before
Aug-18,Toynbee St/Commercial St,533689.0,181705.0,63.1,2018-08-01,before,before
Aug-18,Pitsea St/Commercial Rd,535797.0,181164.0,41.1,2018-08-01,before,before
Aug-18,St Katherine's Way,533992.0,180376.0,30.4,2018-08-01,before,before
Aug-18,TH Cemetery Park,536732.0,182361.0,25.0,2018-08-01,before,before
Aug-18,Bonner Road,535356.0,183223.0,44.1,2018-08-01,before,before
Aug-18,Prestons Road/ Coldharbour,538364.0,180188.0,,2018-08-01,before,before
Aug-18,Roman Rd/Globe Road,535296.0,182793.0,40.1,2018-08-01,before,before
Aug-18,Commercial St/Calvin St,533611.0,182037.0,57.7,2018-08-01,before,before
Aug-18,Victoria Park (Co-location site),536494.0,184170.0,23.1,2018-08-01,before,before
Aug-18,Shirbutt St o/s Holy Family School,537555.0,180892.0,30.1,2018-08-01,before,before
Aug-18,Thoydon Rd,536105.0,183049.0,40.3,2018-08-01,before,before
Sep-18,Sidney St/Mile End Rd,534968.0,181878.0,53.1,2018-09-01,before,before
Sep-18,Toynbee St/Commercial St,533689.0,181705.0,80.5,2018-09-01,before,before
Sep-18,Ben Johnson Road,536080.0,181721.0,49.7,2018-09-01,before,before
Sep-18,Victoria Park (Co-location site),536494.0,184170.0,28.7,2018-09-01,before,before
Sep-18,St Stephen's Rd/Tredegar Rd,536713.0,183070.0,51.6,2018-09-01,before,before
Sep-18,Hale Street,537661.0,180768.0,41.1,2018-09-01,before,before
Sep-18,Manchester Road/East Ferry Road,538032.0,178360.0,34.6,2018-09-01,before,before
Sep-18,Admirals Way,537424.0,179910.0,34.4,2018-09-01,before,before
Sep-18,Blair Street (End of Street),538365.0,181180.0,66.3,2018-09-01,before,before
Sep-18,Colombia Rd/Gossett Street,533883.0,182815.0,43.5,2018-09-01,before,before
Sep-18,Wapping High St/Sampson St,534444.0,180122.0,39.3,2018-09-01,before,before
Sep-18,Devas Street /Devons road,537821.0,182332.0,51.9,2018-09-01,before,before
Sep-18,Wrexham Road,537581.0,183209.0,40.9,2018-09-01,before,before
Sep-18,Calvert Ave/Boundary Street,533507.0,182569.0,49.1,2018-09-01,before,before
Sep-18,Ford Close/Roman Rd,536457.0,183301.0,55.4,2018-09-01,before,before
Sep-18,Limeharbour,537953.0,179357.0,46.1,2018-09-01,before,before
Sep-18,Morris/Barchester Street,537731.0,181761.0,45.8,2018-09-01,before,before
Sep-18,Victoria Park (Co-location site),536494.0,184170.0,27.0,2018-09-01,before,before
Sep-18,Poplar High St/Cotton St,538244.0,180761.0,99.7,2018-09-01,before,before
Sep-18,Millwall Park,538258.0,178689.0,33.4,2018-09-01,before,before
Sep-18,Parmiter St/ Cambridge Heath Road,534881.0,183240.0,56.8,2018-09-01,before,before
Sep-18,Thames Path Storers Quay,538730.0,178733.0,31.5,2018-09-01,before,before
Sep-18,Manchester Road/Ollife Street ,538431.0,179044.0,36.6,2018-09-01,before,before
Sep-18,Whitechapel Rd/Adler St,534133.0,181509.0,59.1,2018-09-01,before,before
Sep-18,Prestons Road/ Coldharbour,538364.0,180188.0,48.7,2018-09-01,before,before
Sep-18,Commercial St/Calvin St,533611.0,182037.0,57.9,2018-09-01,before,before
Sep-18,Harford St/Mile End Rd,536089.0,182258.0,50.4,2018-09-01,before,before
Sep-18,Warner Place/Hackney Rd,534255.0,183130.0,50.8,2018-09-01,before,before
Sep-18,Thoydon Rd,536105.0,183049.0,49.8,2018-09-01,before,before
Sep-18,Paradise Row/Bethnal Green Rd,534959.0,182757.0,44.1,2018-09-01,before,before
Sep-18,Buckfast St/Bethnal Green Rd,534259.0,182580.0,44.8,2018-09-01,before,before
Sep-18,John Smith Mews,538742.0,180756.0,43.5,2018-09-01,before,before
Sep-18,St Katherine's Way,533992.0,180376.0,37.6,2018-09-01,before,before
Sep-18,Lawnhouse Close ,538190.0,179750.0,42.3,2018-09-01,before,before
Sep-18,Seyssel Street,538544.0,178767.0,35.8,2018-09-01,before,before
Sep-18,Zetland Street/A12,538178.0,181747.0,69.6,2018-09-01,before,before
Sep-18,Cartwright Street,533955.0,180805.0,,2018-09-01,before,before
Sep-18,Finnis St/Three Colts Lane,534783.0,182385.0,39.5,2018-09-01,before,before
Sep-18,Squirries St/Gosset St,534313.0,182810.0,50.3,2018-09-01,before,before
Sep-18,Parnell Rd/Old Ford Rd,536875.0,183740.0,52.5,2018-09-01,before,before
Sep-18,Brick Lane/Princelet St,533866.0,181860.0,45.5,2018-09-01,before,before
Sep-18,Chrisp Street/E India Dock Road ,537940.0,181021.0,54.5,2018-09-01,before,before
Sep-18,Mile End Road Corner Bancroft Rd,535929.0,182220.0,66.8,2018-09-01,before,before
Sep-18,Portree Street,538895.0,181296.0,55.1,2018-09-01,before,before
Sep-18,Philpot St/Commercial Road,534816.0,181321.0,57.9,2018-09-01,before,before
Sep-18,Devons Road / Campbell Road ,537577.0,182232.0,48.9,2018-09-01,before,before
Sep-18,Roman Rd/Globe Road,535296.0,182793.0,38.7,2018-09-01,before,before
Sep-18,Shirbutt St o/s Holy Family School,537555.0,180892.0,34.6,2018-09-01,before,before
Sep-18,Augusta St/Giraud St,537516.0,181392.0,32.0,2018-09-01,before,before
Sep-18,Hannibal Rd/Mile End Rd,535386.0,182021.0,67.2,2018-09-01,before,before
Sep-18,Ackroyd Drive,536768.0,181772.0,50.8,2018-09-01,before,before
Sep-18,Bow Common Lane/St Paul's Way,537248.0,181820.0,46.9,2018-09-01,before,before
Sep-18,Dolphin Lane,537539.0,180688.0,38.4,2018-09-01,before,before
Sep-18,Narrow St/Limehouse Link,535977.0,180879.0,104.2,2018-09-01,before,before
Sep-18,Westferry Road/Limehouse Link jnct,537100.0,180791.0,43.7,2018-09-01,before,before
Sep-18,Brodlove Lane,535598.0,180816.0,63.3,2018-09-01,before,before
Sep-18,Locksley St/St Paul's Way,536704.0,181647.0,43.0,2018-09-01,before,before
Sep-18,Hatfield Terrace/Fairfield Road,537355.0,183059.0,36.0,2018-09-01,before,before
Sep-18,"Cascades, Westferry Road",537115.0,180074.0,51.6,2018-09-01,before,before
Sep-18,Cavell St/Stepney Way,534884.0,181667.0,57.2,2018-09-01,before,before
Sep-18,Pitsea St/Commercial Rd,535797.0,181164.0,49.2,2018-09-01,before,before
Sep-18,Bonner Road,535356.0,183223.0,51.2,2018-09-01,before,before
Sep-18,TH Cemetery Park,536732.0,182361.0,30.9,2018-09-01,before,before
Sep-18,Globe Rd/Mile End Rd,535634.0,182148.0,66.7,2018-09-01,before,before
Sep-18,Watney Market,534938.0,181257.0,43.0,2018-09-01,before,before
Sep-18,Whitechapel High St (KFC),533985.0,181426.0,86.9,2018-09-01,before,before
Sep-18,Newport Avenue,538954.0,180872.0,39.2,2018-09-01,before,before
Sep-18,Whitechapel Market,534516.0,181744.0,92.8,2018-09-01,before,before
Sep-18,Wick Lane/Autumn St,537304.0,183619.0,49.1,2018-09-01,before,before
Sep-18,Fieldgate Street,534239.0,181565.0,48.7,2018-09-01,before,before
Sep-18,Rich Street,536937.0,180987.0,50.9,2018-09-01,before,before
Sep-18,Fairfield Road/Tredegar Road ,537159.0,183415.0,54.7,2018-09-01,before,before
Sep-18,Bethnal Green Rd/ Brick Lane,533860.0,182442.0,48.5,2018-09-01,before,before
Sep-18,Grove Rd/Old Ford Rd,535930.0,183385.0,55.5,2018-09-01,before,before
Sep-18,Stepney Green,535545.0,181604.0,38.6,2018-09-01,before,before
Sep-18,Bow Rd /Glebe Terrace,537525.0,182887.0,79.8,2018-09-01,before,before
Sep-18,Bromley High Street/ St Leonards,537868.0,182912.0,45.7,2018-09-01,before,before
Sep-18,Dod St/Burdett Rd,537049.0,181292.0,39.7,2018-09-01,before,before
Sep-18,Wentworth Mews,536452.0,182454.0,53.9,2018-09-01,before,before
Sep-18,Wapping Wall/Garnet St,535133.0,180376.0,39.8,2018-09-01,before,before
Sep-18,Jubilee Street/Commercial Rd,535174.0,181290.0,70.3,2018-09-01,before,before
Sep-18,Bow Rd/Alfred St,537056.0,182773.0,49.9,2018-09-01,before,before
Sep-18,Dellow St/The Highway,534951.0,180779.0,68.3,2018-09-01,before,before
Sep-18,Mansell St,533800.0,181021.0,74.0,2018-09-01,before,before
Sep-18,Queensbridge Rd/Hackney Rd,533985.0,183122.0,43.6,2018-09-01,before,before
Sep-18,Sextant Avenue,538674.0,178888.0,29.0,2018-09-01,before,before
Sep-18,Rhodeswell Rd,536577.0,181379.0,38.0,2018-09-01,before,before
Sep-18,Millwall Park,538246.0,178689.0,23.2,2018-09-01,before,before
Sep-18,Mast House Terrace,537348.0,178690.0,37.7,2018-09-01,before,before
Sep-18,Rhondda Grove/Mile End Rd,536542.0,182589.0,46.9,2018-09-01,before,before
Oct-18,Seyssel Street,538544.0,178767.0,41.0,2018-10-01,before,before
Oct-18,Sidney St/Mile End Rd,534968.0,181878.0,62.3,2018-10-01,before,before
Oct-18,Chrisp Street/E India Dock Road ,537940.0,181021.0,56.9,2018-10-01,before,before
Oct-18,Fairfield Road/Tredegar Road ,537159.0,183415.0,62.2,2018-10-01,before,before
Oct-18,John Smith Mews,538742.0,180756.0,48.8,2018-10-01,before,before
Oct-18,Millwall Park,538246.0,178689.0,31.2,2018-10-01,before,before
Oct-18,Grove Rd/Old Ford Rd,535930.0,183385.0,60.5,2018-10-01,before,before
Oct-18,Manchester Road/East Ferry Road,538032.0,178360.0,39.8,2018-10-01,before,before
Oct-18,Bow Rd /Glebe Terrace,537525.0,182887.0,77.7,2018-10-01,before,before
Oct-18,Whitechapel Rd/Adler St,534133.0,181509.0,61.5,2018-10-01,before,before
Oct-18,Sextant Avenue,538674.0,178888.0,28.5,2018-10-01,before,before
